Date,Probe,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,ind_jet_center,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean,beta_msp_mean
2015-09-09 05:55:00+00:00,3,True,4.293000221252441,2.2920000553131104,-0.6790000200271606,2.3910000324249268,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 06:05:00+00:00,3,True,4.439000129699707,2.5880000591278076,-0.8450000286102295,2.7230000495910645,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 06:15:00+00:00,3,True,4.567999839782715,2.872999906539917,-1.0110000371932983,3.0450000762939453,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 06:25:00+00:00,3,True,4.681000232696533,3.1449999809265137,-1.1779999732971191,3.3580000400543213,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 06:35:00+00:00,3,True,4.781000137329102,3.4070000648498535,-1.343999981880188,3.6619999408721924,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 06:45:00+00:00,3,True,4.86899995803833,3.6579999923706055,-1.5089999437332153,3.9570000171661377,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 06:55:00+00:00,3,True,4.946000099182129,3.8989999294281006,-1.6740000247955322,4.243000030517578,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 07:05:00+00:00,3,True,5.013999938964844,4.13100004196167,-1.8380000591278076,4.520999908447266,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 07:15:00+00:00,3,True,5.072000026702881,4.353000164031982,-2.000999927520752,4.790999889373779,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 07:25:00+00:00,3,True,5.122000217437744,4.566999912261963,-2.1619999408721924,5.052999973297119,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 07:35:00+00:00,3,True,5.164999961853027,4.77400016784668,-2.322000026702881,5.308000087738037,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 07:45:00+00:00,3,True,5.199999809265137,4.9720001220703125,-2.4790000915527344,5.556000232696533,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 07:55:00+00:00,3,True,5.229000091552734,5.164000034332275,-2.634999990463257,5.796999931335449,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 08:05:00+00:00,3,True,5.251999855041504,5.3480000495910645,-2.7880001068115234,6.031000137329102,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 08:15:00+00:00,3,True,5.269999980926514,5.526000022888184,-2.938999891281128,6.258999824523926,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-09 13:55:00+00:00,3,True,3.924999952316284,9.496000289916992,-5.61899995803833,11.034000396728516,2015-09-09 13:52:55.575419544+00:00,542,574,2417,2449,543,89.614,9.049,-10.935,17.465,9.058,-11.046,17.582,11.855,5.243,-2.699,11.855,5.243,-2.699,0.7059999704360962,0.7059999704360962,14.133000373840332,14.008999824523926,49.403,22.339,-40.948,43.132,22.034,-39.918,-151.0,-159.581,-250.312,-148.733,-163.315,-246.535,54192124.0,4898221.0,54733744.0,4915913.5,74107368.0,4980229.0,74485368.0,4989609.0,17.6,2.967,
2015-09-09 14:05:00+00:00,3,True,3.8510000705718994,9.579000473022461,-5.611000061035156,11.10099983215332,2015-09-09 14:09:10.657074093+00:00,2656,2688,1337,1369,3270,161.518,6.61,-7.764,7.603,6.684,-7.835,7.484,-11.072,14.754,-25.689,-11.072,14.754,-25.689,1.062999963760376,1.0720000267028809,18.336000442504883,18.35300064086914,-34.575,60.703,-59.15,-38.497,60.438,-59.69,-3.55,-101.785,-25.863,-3.522,-101.736,-26.259,58740596.0,1659905.625,58989912.0,1662377.0,68143984.0,2349354.25,68187608.0,2374340.75,1.206,14.275,
2015-09-09 18:55:00+00:00,3,True,1.2480000257492065,10.708000183105469,-3.9830000400543213,11.425000190734863,2015-09-09 18:55:19.932299375+00:00,204,236,2216,2248,2132,41.926,17.484,-26.711,7.69,17.073,-26.623,7.557,12.757,-5.149,-2.305,12.757,-5.149,-2.305,4.006999969482422,3.759000062942505,12.435999870300293,12.470999717712402,-72.965,-23.374,-12.607,-75.738,-12.998,-12.184,-63.109,73.844,10.618,-63.685,73.698,10.495,9358130.0,6256282.0,10050061.0,6225882.5,11166728.0,6883930.0,12176955.0,6888479.5,13.456,1.301,
2015-09-03 15:00:00+00:00,3,True,2.678999900817871,10.175000190734863,-5.348999977111816,11.496000289916992,2015-09-03 15:01:17.390439033+00:00,3349,3381,1615,1647,2515,17.274,-0.059,-3.506,36.387,1.825,-3.949,36.525,8.485,-17.575,43.702,8.485,-17.575,43.702,1.6640000343322754,1.6820000410079956,14.47700023651123,14.67300033569336,-23.468,-53.215,-66.089,-3.0,-54.341,-71.523,9.752,-239.507,-132.911,22.225,-234.005,-134.71,33438986.0,3294167.75,33642688.0,3273643.0,40684996.0,3553014.75,41060724.0,3536366.25,0.753,1.578,
2015-09-03 17:30:00+00:00,3,True,1.3619999885559082,10.970999717712402,-4.49399995803833,11.855999946594238,2015-09-03 17:25:32.826460480+00:00,2471,2503,1205,1237,218,7.055,2.847,-1.681,30.022,3.06,-1.114,29.918,0.694,2.168,41.857,0.694,2.168,41.857,2.2219998836517334,2.239000082015991,15.545000076293945,15.58899974822998,90.285,143.477,-33.753,91.005,149.809,-34.955,15.838,-66.785,-119.974,17.44,-61.973,-117.843,44813712.0,4370646.0,45792284.0,4388553.0,52065572.0,4168898.5,53097936.0,4150068.0,1.299,4.108,
2015-09-04 12:10:00+00:00,3,True,4.031000137329102,8.585000038146973,-5.22599983215332,10.050000190734863,2015-09-04 12:10:49.514702916+00:00,761,793,517,549,502,45.929,11.345,-12.326,19.856,11.354,-12.768,19.792,9.673,7.712,25.323,9.673,7.712,25.323,1.0479999780654907,1.0499999523162842,13.946000099182129,14.196999549865723,0.335,62.05,-102.588,-5.202,61.726,-103.352,-37.376,-260.613,-239.553,-44.987,-262.122,-236.024,75588368.0,8703994.0,75840688.0,8605988.0,91490624.0,7127696.5,90825368.0,7097793.5,4.876,4.365,
2015-09-07 13:50:00+00:00,3,True,3.7160000801086426,9.506999969482422,-5.578999996185303,11.02299976348877,2015-09-07 13:51:35.009634375+00:00,825,857,427,459,1299,58.967,5.974,-0.432,48.716,6.084,-1.147,48.684,-0.675,38.984,25.101,-0.675,38.984,25.101,4.446000099182129,4.400000095367432,16.049999237060547,16.232999801635742,-13.109,-4.026,-109.946,-13.502,-1.825,-109.25,24.265,-243.001,-84.542,27.045,-243.118,-84.271,13693602.0,3100869.5,13638266.0,3063858.0,13328718.0,4375902.5,13442106.0,4381872.0,0.905,0.86,
2015-09-07 14:00:00+00:00,3,True,3.6419999599456787,9.593000411987305,-5.574999809265137,11.095000267028809,2015-09-07 13:58:32.387494087+00:00,1084,1116,2027,2059,1056,139.797,6.02,-8.679,39.647,7.15,-8.179,39.691,-13.259,31.26,-24.177,-13.259,31.26,-24.177,2.7739999294281006,3.066999912261963,21.430999755859375,21.219999313354492,27.222,-216.057,-0.428,24.879,-200.146,-13.876,0.515,-312.789,-208.953,3.883,-318.49,-205.381,24117890.0,3081121.5,24104590.0,3118009.5,29120500.0,3598426.0,28340086.0,3708939.0,1.359,1.613,
2015-09-07 14:10:00+00:00,3,True,3.565999984741211,9.675999641418457,-5.565999984741211,11.163000106811523,2015-09-07 14:12:01.418042421+00:00,953,985,46,78,2809,38.112,6.336,0.036,27.847,6.357,-0.08,27.785,-4.727,26.559,40.302,-4.727,26.559,40.302,1.503999948501587,1.5,12.199000358581543,12.307999610900879,25.431,61.961,-96.245,25.675,62.384,-95.129,4.069,-134.771,-23.862,2.409,-132.208,-23.522,46014400.0,2623049.0,45658764.0,2652914.75,51722764.0,4414118.0,51755168.0,4450940.0,0.591,3.044,
2015-09-07 14:20:00+00:00,3,True,3.489000082015991,9.758999824523926,-5.552000045776367,11.22700023651123,2015-09-07 14:15:31.344484925+00:00,1038,1070,3039,3071,208,81.344,13.211,-6.759,12.147,13.321,-6.724,12.135,6.206,-45.538,-20.08,6.206,-45.538,-20.08,0.7609999775886536,0.7609999775886536,10.541000366210938,10.736000061035156,1.131,-1.594,-33.051,5.719,-1.561,-33.275,-5.754,-276.154,14.105,-5.675,-275.705,13.079,77343848.0,1104451.875,77940272.0,1101871.25,83599544.0,2510908.25,83800568.0,2505837.75,0.232,5.736,
2015-09-07 14:30:00+00:00,3,True,3.4110000133514404,9.83899974822998,-5.533999919891357,11.288000106811523,2015-09-07 14:20:29.396533132+00:00,258,290,1479,1511,636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1010000705718994,2.058000087738037,10.541000366210938,10.736000061035156,-69.905,38.992,-10.931,-64.852,38.862,-10.926,-5.754,-276.154,14.105,-5.675,-275.705,13.079,31456338.0,1104451.875,31272814.0,1101871.25,29616890.0,2510908.25,29433906.0,2505837.75,nan,nan,
2015-09-07 14:40:00+00:00,3,True,3.3320000171661377,9.916999816894531,-5.511000156402588,11.345000267028809,2015-09-07 14:20:29.396533132+00:00,258,290,1479,1511,636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1010000705718994,2.058000087738037,10.541000366210938,10.736000061035156,-69.905,38.992,-10.931,-64.852,38.862,-10.926,-5.754,-276.154,14.105,-5.675,-275.705,13.079,31456338.0,1104451.875,31272814.0,1101871.25,29616890.0,2510908.25,29433906.0,2505837.75,nan,nan,
2015-09-07 14:50:00+00:00,3,True,3.252000093460083,9.991999626159668,-5.482999801635742,11.39799976348877,2015-09-07 14:20:29.396533132+00:00,258,290,1479,1511,636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1010000705718994,2.058000087738037,10.541000366210938,10.736000061035156,-69.905,38.992,-10.931,-64.852,38.862,-10.926,-5.754,-276.154,14.105,-5.675,-275.705,13.079,31456338.0,1104451.875,31272814.0,1101871.25,29616890.0,2510908.25,29433906.0,2505837.75,nan,nan,
2015-09-07 15:00:00+00:00,3,True,3.1710000038146973,10.065999984741211,-5.451000213623047,11.446999549865723,2015-09-07 14:20:29.396533132+00:00,258,290,1479,1511,636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1010000705718994,2.058000087738037,10.541000366210938,10.736000061035156,-69.905,38.992,-10.931,-64.852,38.862,-10.926,-5.754,-276.154,14.105,-5.675,-275.705,13.079,31456338.0,1104451.875,31272814.0,1101871.25,29616890.0,2510908.25,29433906.0,2505837.75,nan,nan,
2015-09-07 15:10:00+00:00,3,True,3.0880000591278076,10.13700008392334,-5.414999961853027,11.493000030517578,2015-09-07 14:20:29.396533132+00:00,258,290,1479,1511,636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1010000705718994,2.058000087738037,10.541000366210938,10.736000061035156,-69.905,38.992,-10.931,-64.852,38.862,-10.926,-5.754,-276.154,14.105,-5.675,-275.705,13.079,31456338.0,1104451.875,31272814.0,1101871.25,29616890.0,2510908.25,29433906.0,2505837.75,nan,nan,
2015-09-07 17:30:00+00:00,3,True,1.843999981880188,10.805999755859375,-4.584000110626221,11.73799991607666,2015-09-07 17:29:22.127802014+00:00,254,286,1782,1814,453,101.7,11.825,-10.833,21.76,11.532,-11.093,21.657,6.428,-38.549,-36.683,6.428,-38.549,-36.683,1.5089999437332153,1.4859999418258667,15.960000038146973,16.184999465942383,-3.102,-60.999,-47.405,-1.714,-61.13,-46.648,13.129,-306.895,-18.538,12.803,-309.448,-16.141,42411200.0,2313559.0,42905032.0,2313627.75,55385880.0,4118776.5,55612456.0,4116116.0,0.575,3.326,
2015-09-07 18:00:00+00:00,3,True,1.559000015258789,10.850000381469727,-4.361999988555908,11.694000244140625,2015-09-07 17:56:38.115148544+00:00,105,137,1593,1625,160,94.323,13.695,-27.533,13.677,13.868,-27.418,12.917,-5.37,-14.502,-31.915,-5.37,-14.502,-31.915,1.0360000133514404,1.0119999647140503,14.154000282287598,14.060999870300293,-59.006,38.627,-2.433,-60.535,32.405,-3.37,1.309,-302.207,-29.125,1.376,-305.461,-29.859,51728040.0,4055533.0,52071696.0,4066910.25,57381212.0,5399746.5,57273808.0,5391843.0,1.752,1.669,
2015-09-08 18:00:00+00:00,3,True,1.6759999990463257,10.800000190734863,-4.377999782562256,11.654000282287598,2015-09-08 18:01:57.346922040+00:00,1268,1300,2333,2365,2156,28.207,7.846,-6.689,44.972,8.185,-6.895,45.186,-11.052,9.465,54.757,-11.052,9.465,54.757,2.1050000190734863,2.0920000076293945,23.347000122070312,21.732999801635742,19.887,20.367,-6.353,17.516,22.482,-5.82,-45.769,-299.978,-156.209,-58.857,-303.867,-154.874,31283846.0,1892630.0,31518932.0,1997713.875,42847056.0,2684575.75,43084408.0,2666184.5,0.512,1.206,
2015-09-08 18:10:00+00:00,3,True,1.5789999961853027,10.805000305175781,-4.302999973297119,11.630000114440918,2015-09-08 18:01:57.346922040+00:00,1268,1300,2333,2365,2156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1050000190734863,2.0920000076293945,23.347000122070312,21.732999801635742,19.887,20.367,-6.353,17.516,22.482,-5.82,-45.769,-299.978,-156.209,-58.857,-303.867,-154.874,31283846.0,1892630.0,31518932.0,1997713.875,42847056.0,2684575.75,43084408.0,2666184.5,nan,nan,
2015-09-08 18:20:00+00:00,3,True,1.4809999465942383,10.805000305175781,-4.228000164031982,11.602999687194824,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,27.191,10.899,-1.934,36.398,10.919,-1.905,36.395,-0.265,18.002,53.574,-0.265,18.002,53.574,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,0.464,2.112,
2015-09-08 18:30:00+00:00,3,True,1.3839999437332153,10.800000190734863,-4.1539998054504395,11.571000099182129,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 18:40:00+00:00,3,True,1.284999966621399,10.789999961853027,-4.079999923706055,11.53499984741211,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 18:50:00+00:00,3,True,1.1859999895095825,10.774999618530273,-4.00600004196167,11.496000289916992,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 19:00:00+00:00,3,True,1.0870000123977661,10.755000114440918,-3.934000015258789,11.45199966430664,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 19:10:00+00:00,3,True,0.9869999885559082,10.729999542236328,-3.86299991607666,11.404000282287598,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 19:20:00+00:00,3,True,0.8870000243186951,10.699999809265137,-3.7929999828338623,11.35200023651123,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 19:30:00+00:00,3,True,0.7870000004768372,10.664999961853027,-3.7239999771118164,11.295999526977539,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 19:40:00+00:00,3,True,0.6859999895095825,10.62399959564209,-3.6570000648498535,11.236000061035156,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 19:50:00+00:00,3,True,0.5849999785423279,10.57800006866455,-3.5920000076293945,11.170999526977539,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 20:00:00+00:00,3,True,0.48399999737739563,10.526000022888184,-3.5280001163482666,11.10200023651123,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 20:10:00+00:00,3,True,0.382999986410141,10.468999862670898,-3.4670000076293945,11.027999877929688,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
2015-09-08 20:20:00+00:00,3,True,0.2809999883174896,10.406999588012695,-3.4070000648498535,10.949999809265137,2015-09-08 18:15:50.452859044+00:00,2103,2135,1535,1567,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1059999465942383,1.1109999418258667,14.234000205993652,14.432000160217285,19.55,-42.098,8.426,17.992,-41.056,6.487,-25.208,-199.535,-60.796,-25.789,-197.424,-63.405,71800992.0,2779716.5,71633600.0,2760066.75,94477736.0,3202801.25,94595256.0,3205252.25,nan,nan,
